ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Dependents,Property_Area,Loan_Status
81604,0,226572,1,3,Semiurban,1
189786,90947,5588052,1,3,Rural,1
188292,0,3416467,1,1,Semiurban,1
25962,90947,4044885,1,3,Rural,1
88532,90947,6279703,1,0,Rural,1
31833,0,1313307,1,1,Urban,1
16913,90947,5945859,1,1,Urban,1
189829,90947,400929,1,2,Rural,1
135661,0,1742010,1,2,Semiurban,1
72076,90947,6273981,1,0,Urban,1
184249,90947,158105,0,2,Semiurban,1
66697,0,5502549,1,3,Urban,0
118115,0,793050,0,0,Rural,0
85863,0,6500976,1,0,Urban,0
45118,90947,6608392,1,3,Urban,1
51229,90947,3837145,0,0,Semiurban,0
153605,90947,2730665,1,0,Urban,1
138800,0,5618488,1,0,Semiurban,1
59178,0,5495221,1,2,Semiurban,0
45411,90947,972122,1,3,Urban,1
162912,90947,3248546,1,3,Semiurban,1
154240,90947,3546409,1,3,Rural,1
74228,90947,2900570,1,0,Rural,1
184370,90947,2968828,1,1,Urban,1
81180,90947,460798,1,0,Rural,1
91057,90947,6945253,1,0,Rural,0
158773,90947,4465871,0,0,Rural,0
87800,0,6964970,1,0,Urban,0
172858,90947,6904988,1,0,Urban,1
167394,0,3118088,0,0,Semiurban,0
192588,0,4190251,1,0,Urban,1
71515,90947,1091539,1,0,Semiurban,0
101176,90947,5629558,1,0,Urban,1
106205,90947,948466,1,2,Urban,1
83297,90947,5345069,1,1,Rural,1
72379,90947,518331,1,2,Urban,0
79816,90947,1602819,1,3,Rural,1
160373,0,4543667,0,0,Semiurban,0
130157,0,1263933,1,0,Semiurban,1
145383,0,6427880,1,0,Urban,1
102878,90947,4611789,1,3,Rural,1
87383,0,4118108,1,0,Rural,1
89516,90947,4471301,1,0,Urban,1
31674,0,556431,1,0,Urban,1
113733,90947,4993736,1,2,Urban,1
146669,0,3485463,1,2,Rural,1
183367,0,6613982,1,1,Semiurban,1
180397,90947,1927294,1,0,Semiurban,1
103709,0,1231162,1,0,Semiurban,1
199824,90947,374197,0,1,Urban,0
104975,0,741243,1,2,Semiurban,1
179512,0,2017441,1,0,Semiurban,1
164034,90947,4264487,1,0,Semiurban,1
118825,90947,6160377,1,0,Semiurban,1
23232,90947,454741,1,0,Rural,1
19479,90947,3639115,1,0,Rural,1
99853,90947,5662828,1,0,Semiurban,1
197039,90947,1161676,1,0,Rural,1
183118,90947,2775459,1,0,Rural,1
103827,0,6774284,1,0,Rural,1
196287,90947,663627,1,1,Urban,1
61678,0,1914261,1,0,Urban,1
157560,90947,2810084,1,2,Urban,1
151476,0,6857692,1,1,Rural,1
158497,90947,1277450,1,0,Urban,1
191615,90947,3070178,1,0,Urban,0
105012,0,6287901,1,3,Semiurban,1
151337,0,6892569,1,0,Urban,1
110105,90947,6040856,1,2,Rural,1
193584,90947,6210326,1,1,Urban,1
123029,90947,4813833,1,0,Rural,1
98028,90947,1677045,0,0,Urban,0
131274,90947,5057287,1,0,Rural,1
182701,0,4730431,1,0,Rural,1
81648,0,4852914,1,3,Urban,1
81648,90947,3803569,1,3,Rural,1
123762,0,5398914,1,2,Semiurban,1
162805,0,1492620,1,2,Rural,1
182802,90947,4888857,1,2,Semiurban,1
104979,0,3436336,1,0,Urban,1
169784,90947,5997356,1,3,Semiurban,1
172953,90947,6455572,1,2,Semiurban,1
86510,90947,254970,1,2,Semiurban,1
30518,90947,518207,1,1,Urban,1
161563,90947,6573317,1,0,Semiurban,1
194758,0,6198767,1,0,Semiurban,1
47344,90947,618003,1,2,Rural,1
93892,90947,6612606,1,2,Semiurban,1
61069,90947,2168282,1,0,Semiurban,1
61273,90947,747784,0,0,Rural,0
196510,0,4811949,0,3,Rural,0
74826,0,345983,1,0,Semiurban,1
93353,0,5934491,1,0,Urban,0
70158,90947,6330243,1,0,Rural,1
157632,0,3068366,1,2,Semiurban,1
96396,90947,1355791,1,0,Rural,1
65200,90947,4026912,1,3,Semiurban,1
197839,90947,5513628,1,0,Semiurban,1
162968,0,4756005,0,0,Urban,0
37497,0,2605915,1,0,Rural,0
96794,90947,2485188,1,0,Urban,1
49869,0,956192,1,0,Semiurban,1
59417,90947,6729261,1,1,Rural,1
20568,90947,1848676,1,0,Semiurban,1
122233,90947,6098639,1,0,Urban,1
58271,0,3148870,1,3,Semiurban,1
34052,90947,2433963,1,0,Rural,1
143953,0,5767366,1,3,Urban,1
59013,90947,465378,1,0,Urban,1
34499,90947,3169986,1,2,Urban,1
16307,90947,1114793,0,2,Semiurban,0
90922,90947,5096515,1,0,Rural,1
36943,90947,3147140,1,1,Urban,1
92203,90947,6931824,1,2,Rural,1
101726,0,4174965,1,1,Semiurban,1
90497,90947,4179152,1,0,Rural,1
50362,90947,3057819,1,0,Rural,1
163688,0,4165619,1,0,Rural,1
19967,90947,4552737,1,0,Rural,1
56534,0,3928535,1,0,Urban,0
31465,90947,2391293,1,1,Semiurban,1
141718,90947,6719461,1,0,Semiurban,0
140850,90947,4651285,1,1,Rural,1
128702,0,1126954,1,0,Semiurban,1
121781,90947,2289017,1,0,Rural,1
137902,90947,2215474,1,1,Urban,1
141547,0,3005527,0,0,Semiurban,0
92718,0,5722986,1,1,Urban,0
34929,90947,485357,1,0,Semiurban,1
127623,0,1667691,1,0,Rural,0
37830,90947,2098413,1,3,Semiurban,1
196679,90947,3124404,1,2,Semiurban,1
31478,0,4585689,1,1,Rural,0
132210,90947,749693,1,0,Rural,1
80086,90947,5623636,1,0,Rural,1
110607,0,3553717,1,0,Urban,1
144174,0,251083,0,0,Urban,0
197261,90947,2835264,1,3,Urban,1
30988,90947,4442134,1,0,Semiurban,1
111958,90947,361342,1,0,Urban,1
25441,90947,6641419,1,1,Urban,1
30609,90947,4355936,1,3,Rural,1
149742,90947,1749355,1,0,Rural,1
90073,0,3221933,0,0,Urban,0
36028,90947,4942197,1,0,Semiurban,1
197908,90947,6092400,1,2,Rural,1
89727,0,6572140,1,2,Urban,0
155288,90947,398240,1,0,Semiurban,1
160327,90947,2249780,1,0,Semiurban,1
167913,0,565384,0,2,Urban,0
158650,90947,2849155,1,0,Rural,1
166622,90947,653595,1,0,Semiurban,1
84739,90947,2161371,1,0,Rural,1
63617,0,4105334,0,0,Rural,0
132333,0,3739560,1,1,Urban,1
180673,90947,4836875,1,3,Semiurban,1
20384,0,3152338,1,1,Rural,0
100554,90947,2313002,1,0,Rural,1
86655,90947,5911734,1,1,Rural,1
118505,0,5509498,1,0,Semiurban,1
174907,90947,3505567,0,0,Rural,0
36409,90947,2964459,1,1,Semiurban,1
32676,90947,6945318,1,2,Rural,1
175950,90947,5277820,1,0,Semiurban,1
150347,0,2661261,0,0,Urban,1
154035,0,6939777,1,0,Semiurban,1
121967,90947,1691406,1,0,Rural,1
95940,90947,3600633,0,0,Semiurban,0
75965,0,672654,0,0,Rural,0
123485,0,3776082,0,1,Semiurban,0
195832,90947,5859900,1,3,Rural,1
88061,0,3844737,1,2,Semiurban,1
188114,90947,6103799,1,1,Urban,1
73318,90947,181427,0,0,Semiurban,0
171622,90947,3995618,1,0,Rural,1
52087,0,1095499,1,3,Rural,1
141861,90947,5709719,1,3,Urban,1
21953,90947,1977687,1,0,Rural,1
109266,90947,4470548,0,0,Urban,0
118431,0,2129251,1,0,Rural,1
167376,90947,3135587,1,0,Urban,1
109613,90947,4732801,0,1,Rural,0
53739,90947,5884737,1,0,Urban,0
143020,90947,513594,1,0,Urban,1
121879,0,187981,0,3,Rural,0
39987,90947,572284,1,2,Rural,1
133064,90947,2571445,1,1,Urban,1
21038,0,6728792,1,0,Urban,0
17775,0,5591862,1,1,Semiurban,1
153549,0,3600853,1,1,Urban,1
86910,0,6568439,1,0,Rural,0
82819,90947,4288127,1,2,Rural,1
32046,0,1158139,1,1,Semiurban,1
166597,90947,4904362,1,0,Urban,1
133723,0,6195541,1,3,Urban,1
56181,90947,5175713,1,1,Semiurban,1
146823,0,4023605,1,3,Rural,1
160563,90947,2717959,1,0,Urban,1
173814,90947,2582902,1,0,Semiurban,1
63736,90947,5127144,1,1,Urban,1
116458,0,622773,1,1,Semiurban,1
65420,0,2672863,0,0,Rural,0
68257,90947,5505698,1,0,Semiurban,1
58096,90947,5691419,1,0,Semiurban,1
104764,90947,5989141,1,2,Urban,1
177700,90947,5504118,1,0,Semiurban,1
91061,0,1960292,1,2,Urban,1
39790,90947,6380150,0,0,Rural,0
130683,0,2755795,1,0,Semiurban,1
175839,0,2534168,1,0,Urban,1
20327,90947,5139185,1,1,Rural,1
132898,90947,2008763,1,0,Urban,0
195625,90947,4261833,1,0,Semiurban,1
122107,0,3277865,1,0,Rural,1
136354,90947,1345879,1,3,Rural,1
78827,0,6753540,1,0,Urban,1
72225,0,6992222,1,0,Urban,1
27644,0,4814416,1,0,Urban,0
177169,0,5458929,1,0,Semiurban,1
94163,90947,1310822,1,3,Semiurban,1
107017,0,3287877,1,0,Urban,1
142240,90947,6449112,0,2,Urban,0
177702,90947,331166,1,0,Urban,1
86410,90947,172960,1,3,Urban,1
16106,90947,5286429,1,1,Urban,1
127420,0,6494817,1,2,Urban,1
154491,90947,108616,1,0,Urban,1
131676,90947,2142064,1,1,Semiurban,1
71329,0,3709970,0,0,Semiurban,0
55908,90947,2817816,1,0,Urban,1
53787,90947,1102866,1,0,Urban,1
141887,0,4160395,1,0,Rural,1
167096,0,1167049,1,0,Urban,1
105355,0,2446660,1,0,Semiurban,1
122745,90947,1086425,1,0,Rural,1
37755,0,2903740,1,0,Semiurban,1
187646,0,609767,0,1,Rural,0
43356,90947,4983339,0,0,Urban,0
128526,0,4140367,1,1,Semiurban,1
92260,0,878194,1,3,Rural,1
24127,0,4814943,1,0,Semiurban,0
188776,90947,6540205,1,3,Semiurban,1
93205,90947,5508091,0,2,Urban,0
156950,90947,1662195,1,0,Semiurban,1
187553,0,6615865,1,0,Rural,1
78041,90947,3787175,1,3,Rural,1
115180,90947,4341141,1,1,Semiurban,1
17205,90947,5417736,1,2,Semiurban,1
79767,90947,5245107,0,2,Semiurban,0
39401,90947,6032003,1,0,Rural,1
48314,90947,326120,1,0,Rural,1
189585,90947,5701444,0,0,Urban,0
140748,0,874905,1,0,Rural,1
82605,0,903266,0,3,Semiurban,0
70362,0,948558,1,3,Urban,1
71005,90947,911315,1,1,Rural,1
111867,90947,5631789,1,2,Urban,1
175591,90947,1314145,0,0,Urban,0
103650,0,3743972,1,1,Urban,1
198159,90947,2310528,1,2,Urban,1
47784,0,2185526,1,0,Urban,1
17809,90947,6984853,1,0,Urban,1
108371,0,4076601,1,3,Rural,1
23519,90947,3991840,1,0,Semiurban,1
189029,90947,4305191,0,1,Semiurban,0
170993,0,4806715,1,0,Rural,1
158535,0,2322972,0,0,Urban,0
160720,90947,2221998,1,2,Semiurban,0
95777,90947,3843169,1,0,Semiurban,1
122039,90947,4026262,0,0,Semiurban,0
100370,90947,5134124,1,0,Semiurban,1
166161,0,4374779,0,0,Semiurban,0
62939,90947,6116849,0,0,Rural,0
186547,90947,105285,1,0,Urban,1
148820,90947,1563430,1,0,Semiurban,1
188388,90947,5047902,0,0,Semiurban,0
110516,90947,2048368,1,3,Semiurban,1
188398,90947,1254430,1,0,Rural,1
107965,0,5550622,1,1,Rural,1
88913,0,2674005,1,2,Urban,1
133893,0,5133836,1,0,Rural,1
171414,90947,5512609,1,1,Semiurban,1
72378,90947,6639959,0,0,Urban,0
55871,90947,5166065,1,0,Semiurban,1
73989,90947,5728809,0,0,Rural,0
55708,90947,2924620,1,0,Semiurban,0
43161,90947,1641629,1,3,Urban,1
119169,0,4868361,1,2,Semiurban,1
163253,90947,4931322,1,1,Rural,1
169722,90947,4865977,1,0,Urban,1
37736,0,1799632,0,1,Semiurban,0
90387,0,5337464,1,0,Semiurban,1
47805,90947,4872219,1,0,Semiurban,1
29429,90947,1153728,1,2,Urban,1
161664,90947,735059,0,0,Urban,0
73230,90947,2145350,1,1,Semiurban,1
77626,90947,1891753,1,3,Semiurban,1
79139,90947,3235224,0,0,Rural,0
189761,90947,1954806,1,0,Urban,1
178760,0,440765,0,1,Rural,0
116664,0,1868842,1,0,Semiurban,1
75007,90947,3770033,0,1,Rural,0
117602,90947,6433742,1,1,Semiurban,1
61567,0,1715294,1,0,Semiurban,1
18475,90947,6592309,1,2,Rural,0
143990,0,1913099,1,0,Urban,0
119864,90947,635797,1,0,Semiurban,1
67529,90947,5778804,1,0,Urban,1
36425,90947,532625,1,0,Urban,1
191902,0,4103987,1,0,Urban,1
69152,90947,6595115,1,0,Semiurban,1
191745,90947,6013471,1,1,Urban,1
110129,90947,4703443,1,0,Semiurban,1
173320,0,2120742,1,0,Rural,1
30169,90947,5559293,1,0,Semiurban,1
84769,90947,2842296,1,2,Urban,1
17462,90947,4037395,1,0,Semiurban,1
34616,90947,5786929,1,3,Rural,1
58627,0,210871,1,1,Semiurban,1
39430,0,638709,1,0,Semiurban,1
46877,0,974901,1,0,Rural,1
130213,0,6324176,1,2,Rural,1
110821,0,3698608,1,1,Rural,1
47014,0,5414635,1,0,Urban,0
199544,0,527448,1,2,Rural,1
139024,90947,3543866,1,0,Urban,1
101750,0,1704369,1,0,Rural,1
44392,90947,3736096,1,0,Urban,1
113766,90947,5263669,0,0,Urban,0
165419,90947,157111,1,1,Rural,1
136071,90947,2709591,1,0,Rural,1
125612,90947,3199740,1,1,Rural,1
78935,90947,3273132,1,1,Urban,1
90706,90947,4018135,1,3,Semiurban,1
93271,90947,4480325,1,1,Rural,1
47348,90947,1379314,1,0,Urban,1
41539,90947,3776422,1,0,Semiurban,1
27542,90947,4897231,1,2,Rural,1
113606,0,843021,1,3,Semiurban,1
168339,90947,1100554,1,0,Rural,1
146848,90947,4011751,1,1,Urban,1
190291,90947,1577768,1,0,Semiurban,1
146695,90947,5096476,1,1,Rural,1
34770,90947,6537641,1,0,Semiurban,1
120334,90947,4180569,1,0,Rural,1
29723,90947,3347263,1,3,Urban,1
183615,90947,4819324,0,0,Rural,0
46327,90947,2396380,1,0,Rural,1
179901,90947,5359243,1,2,Semiurban,1
48055,90947,6742317,0,0,Semiurban,0
44764,0,6176849,1,0,Rural,1
128385,90947,2672782,1,1,Semiurban,1
67791,90947,2653617,0,0,Rural,0
55723,90947,4863327,1,3,Rural,1
168791,0,2245075,1,1,Semiurban,1
114447,0,216832,1,2,Urban,1
30882,0,1029272,1,1,Urban,1
93732,0,5199147,1,0,Urban,1
198309,90947,3152561,0,1,Rural,0
42092,90947,1626121,1,0,Urban,0
131889,0,4002095,1,3,Rural,1
36673,0,2751576,1,0,Rural,0
144980,0,833299,1,3,Semiurban,1
187710,90947,4033488,0,0,Semiurban,0
165913,90947,2985593,1,0,Semiurban,1
50512,0,2371047,1,1,Semiurban,1
33737,0,314481,1,0,Urban,0
47061,0,6420820,1,0,Rural,0
160761,90947,5869759,1,0,Semiurban,1
183842,90947,1607509,1,0,Semiurban,1
18966,90947,5182109,1,1,Rural,1
143702,90947,5329944,1,0,Urban,1
112053,90947,724600,1,1,Urban,1
197965,90947,2035474,1,0,Rural,1
61534,90947,3217632,1,3,Rural,1
122088,90947,4569099,1,0,Semiurban,1
34790,90947,6351965,1,3,Urban,1
67104,0,3578482,1,0,Urban,1
129507,90947,6509563,1,1,Semiurban,1
106131,90947,4419498,1,3,Rural,1
28185,90947,4840396,1,0,Semiurban,1
25806,0,6083695,1,0,Semiurban,0
164327,0,4315916,0,0,Semiurban,0
138970,90947,1497633,1,0,Urban,1
32010,0,5671487,1,2,Rural,1
19766,0,4826131,1,2,Urban,0
23217,90947,887288,1,1,Urban,1
181888,0,4206297,1,0,Semiurban,1
56581,0,6634603,0,0,Semiurban,0
126681,90947,6927573,1,2,Semiurban,1
108597,90947,4881045,1,2,Rural,1
66812,90947,1444087,1,3,Semiurban,1
88203,90947,6807508,1,2,Rural,1
196965,90947,2587749,1,0,Rural,1
132760,90947,1023719,1,0,Urban,1
55671,90947,1935470,1,0,Rural,1
120029,0,1739899,0,2,Rural,0
35117,0,2796019,1,3,Urban,0
46178,90947,3577052,1,3,Urban,1
85000,90947,5660985,1,2,Urban,1
75118,0,5377190,0,0,Rural,0
147917,90947,408662,1,3,Rural,1
92965,90947,4392097,1,3,Semiurban,1
170091,0,3946356,0,1,Semiurban,0
116062,90947,1031856,1,1,Urban,1
71729,0,5936426,1,0,Urban,1
165334,0,1325015,1,0,Rural,1
149476,90947,6271307,0,1,Rural,0
64534,0,2658777,1,2,Rural,1
69162,90947,3222611,0,3,Rural,0
194550,0,2296635,1,0,Semiurban,1
57249,90947,2746971,1,3,Urban,1
107964,0,1034725,1,0,Semiurban,1
151140,90947,1779487,1,0,Rural,1
192808,90947,5775160,1,0,Urban,1
156301,0,600761,1,0,Urban,1
92444,0,3731913,1,0,Rural,1
189484,90947,1391914,1,0,Semiurban,1
105997,0,4308334,0,0,Semiurban,0
59454,0,1291868,1,3,Urban,1
133670,90947,1935406,1,0,Urban,1
51942,0,3602078,1,0,Urban,1
105420,90947,5854034,0,1,Urban,0
73070,0,4809725,1,3,Rural,0
83640,90947,4711848,1,0,Urban,1
165393,90947,2408043,1,1,Rural,1
29017,0,1813000,1,0,Urban,0
57673,90947,4944351,1,0,Semiurban,0
129118,0,2963287,1,0,Semiurban,1
65587,0,1530767,1,3,Semiurban,1
150637,0,1696395,1,0,Urban,1
93761,0,1661194,1,0,Rural,1
170393,0,4152337,1,0,Urban,1
74541,90947,1525441,1,2,Semiurban,1
66352,0,4913530,1,3,Urban,1
45623,90947,195429,1,2,Semiurban,1
173699,90947,6545063,1,0,Semiurban,1
65822,0,6316899,1,0,Rural,0
191701,0,588756,1,2,Rural,1
100284,0,3177997,0,0,Rural,0
56184,90947,2059447,1,0,Urban,1
146918,0,5146441,1,0,Urban,1
178464,0,3175115,1,0,Rural,1
79801,90947,3883888,1,1,Urban,0
128515,90947,5672719,1,1,Urban,1
117373,0,4705986,1,0,Urban,1
132644,90947,5662250,1,1,Semiurban,1
68539,0,2809229,1,3,Rural,1
39031,90947,1272944,1,1,Semiurban,1
107373,0,4647437,1,1,Rural,1
152983,90947,895613,1,2,Urban,1
188615,90947,3971264,1,0,Urban,1
136436,90947,4819960,1,1,Rural,1
137373,0,1297956,1,2,Semiurban,1
109084,90947,2790943,1,0,Urban,1
65368,0,822931,0,0,Rural,0
135241,90947,4672589,1,0,Urban,1
169697,90947,3131942,1,0,Rural,1
93448,0,5723816,1,0,Semiurban,0
132399,0,2174354,1,1,Rural,1
90014,0,5395623,1,0,Urban,0
75501,90947,933147,1,2,Rural,0
178897,90947,1816213,0,1,Rural,0
16304,90947,1672441,1,0,Rural,1
65782,90947,1251573,1,0,Semiurban,1
68232,90947,1322112,1,3,Semiurban,1
101223,90947,3010164,1,0,Rural,1
152075,0,5183408,1,0,Rural,1
139046,90947,4421215,1,3,Urban,1
162868,90947,6500653,1,2,Semiurban,1
65770,90947,970461,1,0,Rural,1
85672,0,6478216,1,0,Rural,0
17777,0,1707624,1,1,Semiurban,1
109626,0,4420201,1,0,Rural,1
130606,0,416856,0,3,Semiurban,0
172896,90947,2422075,1,1,Urban,1
55353,90947,2111042,0,3,Urban,0
192593,90947,2134478,1,2,Urban,1
43658,0,3539454,1,0,Semiurban,0
86157,90947,6195916,1,2,Semiurban,1
177897,0,5723599,1,1,Rural,1
170263,90947,1349497,1,0,Urban,1
158439,0,4464598,1,1,Rural,1
16503,90947,6033177,1,1,Urban,1
67379,90947,469612,1,3,Rural,1
15827,0,4791661,1,1,Rural,0
34615,90947,3544600,1,0,Rural,1
67025,90947,4076411,1,3,Semiurban,1
155881,0,4616312,1,0,Urban,1
93891,90947,1879944,0,3,Urban,0
139065,90947,5163409,1,2,Semiurban,1
102772,90947,3563806,1,1,Semiurban,1
160019,90947,699896,1,1,Rural,1
20632,90947,3981863,1,3,Semiurban,1
23886,0,3561818,1,0,Rural,0
35400,0,6188569,0,0,Rural,0
175864,0,2326720,1,1,Semiurban,0
131756,90947,1205310,1,0,Rural,1
110586,0,2058990,0,0,Urban,0
78414,90947,6505088,0,2,Semiurban,0
37008,90947,6143700,1,0,Semiurban,1
151595,90947,6545294,1,0,Rural,1
155510,0,2797906,0,3,Urban,0
144012,0,4635836,1,3,Urban,1
165063,90947,5250597,1,0,Rural,1
63159,90947,3268493,1,2,Rural,1
178831,90947,478600,0,0,Rural,0
80823,0,5230456,1,0,Rural,0
30796,0,3601552,1,0,Rural,0
131091,90947,4886930,1,0,Urban,1
85068,0,1684243,0,0,Rural,0
58137,90947,1836468,0,0,Urban,0
48208,90947,5001126,1,0,Semiurban,1
36996,90947,412849,1,1,Rural,1
150957,0,3548007,0,1,Urban,0
114572,0,1783385,1,0,Urban,1
136907,90947,5483943,1,0,Urban,1
21864,0,2535187,1,0,Semiurban,0
160637,0,4769782,1,0,Rural,1
80721,90947,1670040,1,1,Rural,1
101177,0,151844,1,1,Urban,0
162420,0,2350422,1,0,Rural,1
123944,0,3769900,0,0,Semiurban,0
51311,90947,4143386,1,3,Rural,1
122975,90947,1750081,1,0,Rural,1
183726,0,1073605,0,2,Urban,0
117944,90947,5301233,0,0,Semiurban,0
140340,90947,2630300,1,2,Rural,1
42154,0,2723949,1,3,Rural,0
114448,0,6765123,1,3,Semiurban,1
166620,90947,4040610,1,2,Semiurban,1
177084,90947,4376752,1,0,Semiurban,0
81170,90947,5355555,1,3,Semiurban,1
153649,90947,176278,1,0,Rural,1
163759,0,5147362,1,0,Rural,1
126157,90947,404997,1,0,Semiurban,1
74225,90947,6117520,1,0,Semiurban,1
165153,90947,157986,1,3,Rural,1
126145,90947,2823808,1,0,Semiurban,1
176692,0,191657,1,0,Rural,1
50573,90947,3479643,1,3,Rural,1
104506,90947,6346704,0,1,Rural,0
62131,0,4092758,1,0,Urban,0
138449,90947,6990934,1,0,Semiurban,1
120086,0,188904,0,2,Semiurban,0
109635,0,909778,1,0,Urban,1
171627,90947,6113158,1,0,Semiurban,1
118516,0,4232932,1,1,Rural,1
19130,90947,6724172,1,0,Rural,1
170398,0,6325835,1,3,Urban,1
67693,0,5739677,1,3,Rural,0
189605,90947,1279392,1,1,Rural,1
18386,0,6141604,1,0,Rural,1
141435,90947,1907325,1,1,Semiurban,1
189909,90947,5466784,1,0,Semiurban,1
57697,90947,154624,0,0,Semiurban,0
41999,0,2619190,1,0,Urban,1
31149,0,1167955,0,1,Urban,0
112122,0,2735051,1,0,Rural,1
93830,0,2425209,1,0,Urban,1
25727,90947,2261494,1,0,Urban,1
86626,90947,555182,1,2,Semiurban,1
86031,90947,5451482,1,0,Rural,1
143298,90947,3181221,1,0,Urban,1
66552,90947,5414609,1,2,Semiurban,1
27147,90947,4114956,1,0,Urban,1
163434,0,1608360,1,0,Semiurban,1
185387,90947,6257288,1,2,Semiurban,1
171050,90947,3401900,1,0,Urban,1
25996,90947,1868135,1,1,Urban,1
32898,90947,6729548,1,2,Rural,1
90275,0,2537483,1,1,Rural,1
31777,90947,495667,1,0,Urban,1
132318,90947,4982878,0,0,Urban,0
129791,0,4849692,1,0,Rural,1
159369,90947,788224,0,1,Semiurban,0
28536,90947,2143263,1,3,Urban,1
85972,0,3738367,1,2,Semiurban,1
45589,0,3909945,1,0,Rural,0
146493,0,2568545,1,0,Semiurban,1
70349,90947,6670538,0,0,Rural,0
69444,90947,3892231,1,0,Semiurban,1
62350,0,5298064,1,0,Semiurban,0
152880,90947,220549,1,0,Semiurban,1
183553,0,4969136,1,2,Urban,1
51544,0,5734523,1,0,Urban,0
101310,90947,1334049,1,0,Rural,1
138155,0,3453580,1,1,Rural,1
104130,0,3307759,0,0,Urban,1
105305,90947,1227545,1,1,Urban,1
109827,90947,3788215,1,2,Semiurban,1
43594,90947,6184312,1,0,Semiurban,1
29980,90947,6225557,1,0,Semiurban,1
64401,90947,6271683,1,0,Semiurban,1
124963,90947,6307740,1,3,Rural,1
183891,90947,4318855,1,1,Urban,1
53879,90947,206188,1,0,Urban,1
19391,0,773663,0,1,Semiurban,0
121091,0,4305637,1,0,Rural,1
100640,90947,3961349,1,2,Rural,1
35393,0,3004098,1,0,Rural,0
85441,90947,995015,1,0,Semiurban,1
115640,90947,6856274,1,1,Urban,1
66736,90947,6298847,1,0,Urban,1
65917,90947,1676301,1,1,Rural,1
78743,90947,6558574,1,0,Urban,1
126112,90947,976969,1,2,Rural,1
73486,0,4696138,0,0,Urban,0
159082,0,2216498,1,3,Rural,1
144849,0,3470708,1,2,Rural,1
196363,0,1593793,1,1,Urban,1
154039,90947,5422507,1,0,Rural,1
134350,0,1901564,1,1,Rural,1
133204,0,2404962,1,1,Rural,1
127747,90947,1948146,1,1,Semiurban,1
189008,90947,6942717,1,3,Semiurban,1
193764,90947,2680727,1,3,Rural,1
123092,90947,6415532,1,0,Rural,1
48913,90947,1583256,1,3,Urban,1
82163,90947,5750006,1,0,Urban,0
25050,90947,1892682,1,1,Semiurban,1
130933,90947,2301274,0,1,Urban,0
130057,0,5964143,1,2,Urban,1
29264,90947,3609375,0,0,Urban,0
131473,0,2872886,1,0,Semiurban,1
178033,90947,5796648,1,0,Semiurban,1
64726,0,2601938,1,0,Rural,0
30759,90947,1926349,1,1,Semiurban,0
20504,90947,2639289,1,0,Rural,1
121324,0,6178555,1,0,Urban,1
78699,90947,3049742,1,0,Urban,1
62172,0,453218,1,0,Urban,1
76816,90947,326908,1,3,Rural,1
145704,0,5767267,0,2,Urban,0
79807,90947,6571584,1,0,Semiurban,1
167933,90947,3946509,1,0,Urban,1
80152,0,4656451,1,0,Semiurban,1
168361,0,5366121,1,2,Urban,1
66267,90947,1585317,0,0,Urban,0
158343,0,2582269,1,0,Urban,1
122652,0,3481890,1,1,Rural,1
130773,0,1956401,1,1,Urban,1
87729,0,762614,0,2,Semiurban,0
187790,90947,1544728,1,0,Semiurban,1
178779,90947,6365286,0,0,Rural,0
63573,90947,4069478,1,1,Rural,1
24021,0,435553,1,0,Urban,0
24040,90947,5274892,1,0,Rural,1
120285,0,737997,1,1,Rural,1
172624,90947,247880,1,3,Semiurban,1
150416,90947,2410376,1,1,Rural,1
93938,90947,2167644,1,2,Urban,1
153275,90947,3056250,1,0,Urban,1
93854,90947,5196831,1,1,Semiurban,1
123025,90947,128578,1,1,Semiurban,0
151512,0,4932371,1,3,Rural,1
58209,90947,5695932,1,0,Rural,1
17892,0,559280,1,2,Rural,1
100544,90947,6839876,1,1,Semiurban,1
21687,0,6346759,0,0,Rural,0
139557,90947,1820637,1,0,Rural,0
169879,0,3754907,1,2,Semiurban,1
119608,0,2400626,0,2,Semiurban,0
95925,90947,1434693,1,1,Semiurban,1
45152,0,445388,1,0,Rural,1
144285,90947,2578502,1,0,Rural,1
40875,90947,5243149,1,0,Urban,1
181011,90947,5957279,1,0,Urban,1
43939,90947,3629735,0,0,Semiurban,0
154541,90947,4834878,1,0,Rural,1
97943,0,1244021,1,0,Urban,0
106311,90947,3097379,1,0,Rural,1
66132,90947,3294936,1,2,Urban,1
131278,90947,2872309,0,0,Urban,0
199321,0,5863709,1,3,Rural,0
77719,90947,1178298,0,1,Urban,0
165076,90947,6386826,1,0,Rural,1
106498,90947,6358720,0,1,Urban,0
85762,90947,5318102,1,0,Urban,1
20253,90947,177742,1,3,Semiurban,1
127024,0,1727309,1,0,Urban,1
23726,90947,5364659,0,3,Semiurban,0
73952,90947,3441415,1,2,Semiurban,1
115702,90947,606055,1,0,Semiurban,1
55000,90947,6839390,1,3,Semiurban,1
192345,90947,5011380,1,0,Urban,1
194498,90947,2286860,1,0,Urban,1
44735,0,6961003,1,2,Rural,0
56648,0,2516680,1,1,Semiurban,1
178591,90947,1544499,1,0,Semiurban,1
142103,90947,6693571,1,0,Urban,1
16286,0,1780477,1,1,Semiurban,1
90810,90947,3351059,1,0,Rural,1
